"company","asin","product_name","brand","category","source_file"
"coway","B0078OMNN8","Cuckoo CRP-HS0657F 6 Cup Pressure Rice Cooker  110V  Black","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B00CCVNX0O","CUCKOO Micom Rice Cooker 3 Cup Uncooked / 6 Cup Cooked  Korean Fuzzy Logic Rice Cooker Small with Delay Timer & Keep Warm Setting  Versatile Food Steamer with Non-Stick Inner Pot  Red (CR-0351F)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B00E4XYQNG","CUCKOO CRP-HY1083F | 10-Cup (Uncooked) Induction Heating Pressure Rice Cooker | 13 Menu Options  Auto-Clean  Voice Navigation  Stainless Steel Inner Pot  Made in Korea | Black","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B00HUWBDHU","Cuckoo Pressure Cover Packing Replacement Ring | CCP-06 by Cuckoo","CUCKOO","Home & Kitchen","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B00NJ12KAU","CUCKOO High Pressure Rice Cooker 6-Cup Uncooked / 12-Cup Cooked with Induction Heating Technology  Versatile Rice Maker with 16 Menu Options and Steam Plate  Voice Guide  White (CRP-BHSS0609F)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B00NUB6ARI","CUCKOO High Pressure Rice Cooker 10-Cup Uncooked / 20-Cup Cooked with Induction Heating Technology  Large Rice Maker with 17 Menu Options and Steam Plate  Voice Guide  Silver (CRP-CHSS1009FN)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B00PGBUK0I","CUCKOO Replacement Dual Motion Rubber Packing for 10-Cup IH Cooker Models | CCP-DH10","CUCKOO","Home & Kitchen","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B00PGC9R42","CUCKOO Replacement Dual Motion Rubber Packing for 6-Cup IH Cooker Models | CCP-DH06","CUCKOO","Home & Kitchen","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B00U1XN4L8","CUCKOO Commercial Rice Cooker & Warmer  Extra Large Rice Cooker 30-Cup Uncooked / 60-Cup Cooked  Professional Industrial Grain Cooker with Large Capacity  Easy One-Touch Operation  Silver (CR-3032)","CUCKOO","Industrial & Scientific","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B00XQEM2BM","CUCKOO High Pressure Rice Cooker 10-Cup Uncooked / 20-Cup Cooked with Nonstick Inner Pot  Large Rice Maker with 13 Menu Options and Steam Plate  Fuzzy Logic Tech  Voice Guide  White (CRP-P1009SW)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B00XQEM2E4","CUCKOO High Pressure Rice Cooker 10-Cup Uncooked / 20-Cup Cooked with Nonstick Inner Pot  Large Rice Maker with 13 Menu Options and Steam Plate  Fuzzy Logic Tech  Voice Guide  Black (CRP-P1009SB)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B019486ADO","Cuckoo Electric Heating Rice Cooker CR-0671V (Violet/White)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B01JRTZVVM","CUCKOO High Pressure Rice Cooker 6-Cup Uncooked / 12-Cup Cooked with Nonstick Inner Pot  Versatile Rice Maker with 12 Menu Options and Steam Plate  Fuzzy Logic Tech  Voice Guide  Black (CRP-P0609S)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B01LYLW8P6","CUCKOO Basic Rice Cooker 6-Cup Uncooked / 12-Cup Cooked  Versatile Rice Maker with Non-Stick Inner Pot  Easy to Use  Auto Keep Warm  White/Purple (CR-0671V)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B01MQWFGKG","CUCKOO Micom Rice Cooker 6 Cup Uncooked / 12 Cup Cooked  Fuzzy Logic Rice Maker with Delay Timer & Keep Warm Setting  Versatile Food Steamer for Cooking  Non-Stick Inner Pot  Red (CR-0655F)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B01N21414D","Cuckoo CRP-HY1083F 10 Cup Pressure Rice Cooker  110V  Black by Cuckoo","CUCKOO","N.A.","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B071H1FXFC","CUCKOO CRP-HS0657FW 6-Cup (Uncooked) 12-Cup (Cooked) Induction Heating Pressure Rice Cooker with Nonstick Inner Pot & 16 Menu Modes (White/Silver  Made in Korea)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0721ZMW8K","CUCKOO High Pressure Rice Cooker 6-Cup Uncooked / 12-Cup Cooked with Induction Heating Technology  Versatile Rice Maker with 13 Menu Options and Steam Plate  Voice Guide  Dark Gray (CRP-DHSR0609FD)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B072NFGLSV","CUCKOO High Pressure Rice Cooker 3-Cup Uncooked / 6-Cup Cooked with Induction Heating Technology  Small Rice Maker with 16 Menu Options and Steam Plate  Voice Guide  Gold (CRP-EHSS0309F)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B075R7VL2Z","CUCKOO Electric Pressure Cooker 5QT  Versatile Slow Cooker with 10 Menu Options  High Pressure Food Steamer for Cooking  Instant Multicooker with Stainless Steel Non-Stick Inner Pot (CMC-QSB501S)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B07XVS44W8","CUCKOO CRP-P1009SB | rice cooker 10 Cup (Uncooked) Electric Heating Pressure Cooker & Warmer | 12 Menu Options: Quinoa  Oatmeal  GABA/Brown Rice & More  Made in Korea | Black/Copper","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B082QV3J6K","CUCKOO High Pressure Rice Cooker 10-Cup Uncooked / 20-Cup Cooked with Nonstick Inner Pot  Large Rice Maker with 13 Menu Options and Steam Plate  Fuzzy Logic Tech  Auto Clean  Black (CRP-PK1001S)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0831RL6XK","CUCKOO Micom Rice Cooker 6 Cup Uncooked / 12 Cup Cooked  Korean Fuzzy Logic Rice Cooker with Delay Timer & Keep Warm Setting  Versatile Food Steamer with Non-Stick Inner Pot  Silver (CR-0632F)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0842DDJL4","CUCKOO Micom Rice Cooker 8-Cup Uncooked / 16-Cup Cooked with Nonstick Inner Pot  Large Rice Maker with 9 Menu Options  Fuzzy Logic Technology  Auto Clean Mode  LCD Display  White (CR-0810F)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B087H9ZVKD","Cuckoo CRP-RT0609FW 6 cup Twin Pressure Plate Rice Cooker & Warmer with High Heat  GABA  Mixed  Scorched  Turbo  Porridge  Baby Food  Steam (Hi/Non Press.) and more  Made in Korea (White)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B08CBKKL9Z","CUCKOO Electric Pressure Cooker 14 Menu Options: White  Slow Cook  Sous Vide  Porridge  & More  User-Friendly LED Display  Stainless Steel Inner Pot  24 Cup / 6 Qt. (Uncooked) CMC-ASB601F White/Gold","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B08DP4TGNN","CUCKOO Twin Pressure Rice Cooker 6-Cup Uncooked / 12-Cup Cooked with Induction Heating Technology  20 Menu Modes with Voice Guide  Versatile Rice Maker Multi-Cooker & Pressure Cooker (CRP-LHTR0609FW)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B08TQX6FSS","CUCKOO Bread Maker Machine with 15 Menu Options + 3 Crust Colors  2 lbs Bread Machine with Automatic Fruit & Nut Dispenser  Includes 6 Accessories  Ideal Breadmaker for Sourdough (CBM-AAB101S)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B08WFNV82W","CUCKOO Micom Rice Cooker 6-Cup Uncooked / 12-Cup Cooked with Nonstick Inner Pot  Versatile Rice Maker with 9 Menu Options  Fuzzy Logic Technology  Auto Clean  Quick Rice Mode  White (CR-0675FW)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B08ZH4JJHM","CUCKOO True HEPA Air Purifier Bundle with Extra Filter  Up to 456 sq. ft.  3-Stage Filter with H13 HEPA and Activated Carbon  Small Air Purifiers for Home Bedroom  White (CAC-I0510FW)","CUCKOO","Home & Kitchen","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0991JHP9G","CUCKOO Pressure Cooker 10 Menu Options: Steamer  Slow Cook  Sauté  Porridge  & More  User-Friendly LED Display  Stainless Steel Inner Pot  24 Cup / 6 Qt. (Uncooked) CMC-ZSN601F Black","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B09GK4HHSV","CUCKOO CVB-D50SB 16.9oz Sliding Sip Tumbler  Stainless Steel Travel Mug  Double Wall Vacuum Insulation (Black)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B09KT5H27B","CUCKOO Bidet","CUCKOO","Tools & Home Improvement","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B09NMSXPB2","CUCKOO True HEPA Air Purifier for Large Room Up to 2 256 sq. ft.  Advanced 5-Stage Filter with UV-C Light and Activated Carbon  Air Purifiers for Home with Quiet Sleep Mode  White (CAC-K1910FW)","CUCKOO","Home & Kitchen","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0B44XTV71","CUCKOO Twin Pressure Rice Cooker 6-Cup Uncooked / 12-Cup Cooked with Nonstick Inner Pot  Versatile Rice Maker & Warmer with 16 Menu Options  Open Cooking Mode  Voice Guide  White (CRP-ST0609FW)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0B4MYBLZQ","CUCKOO Micom Rice Cooker 3-Cup Uncooked / 6-Cup Cooked with Nonstick Inner Pot  Small Rice Maker with 8 Menu Options  Fuzzy Logic Technology  Auto Clean  Quick Rice Mode  White (CR-0375FW)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0B5B3QBV1","CUCKOO Micom Rice Cooker 6-Cup Uncooked / 12-Cup Cooked with Nonstick Inner Pot  Versatile Rice Maker with 9 Menu Options  Fuzzy Logic Technology  Auto Clean  Quick Rice Mode  Gray (CR-0675FG)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0B7CGP75Z","CUCKOO CRP-LHTR1009F | rice cooker 10 Cup (Uncooked) Twin Pressure Induction Heating Cooker | 16 Menu Options: High/Non-Pressure Steam & More  Stainless Steel Inner Pot  Made in Korea | White-Renewed","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0BBP8X8GG","CUCKOO High Pressure Rice Cooker 6-Cup Uncooked / 12-Cup Cooked with Induction Heating Technology  Versatile Rice Maker with 16 Menu Options and Steam Plate  Voice Guide  Copper (CRP-JHR0609F)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0BF8V1THG","Cuckoo CACF-ABAF 2-in-1 H13 True HEPA Replacement Filter for CAC-AB0610FI air Purifier  Up to 6 Months  Pack of 1","CUCKOO","Home & Kitchen","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0BFD57VRL","Cuckoo CACFS-K12M03US 1 Year Bundle Replacement Filter Package for CAC-K1910FW Air Purifier  4-in-1 Filteration System  Made in Korea","CUCKOO","Home & Kitchen","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0BLJ7NCQL","CUCKOO ND-A0609FG NELLO Air Shower & Pet Dryer for Small to Medium Pets with Dust Collecting Air Filters  3 Dimensional Wind  360-Degree Drying  2 Voice Guide (White/Gray)","CUCKOO","Pet Supplies","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0BWGSQ7Q8","CUCKOO Oscillating Fan for Bedroom  Standing Pedestal Floor Fan with 12 Speeds & 4 Wind Modes  Adjustable Height with Remote  Quiet BLDC Electric Motor  Ideal for Any Room  White (CF-AC1410WH)","CUCKOO","Home & Kitchen","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0BYRFF57N","CUCKOO Air Oven | 18 Preset Modes  360 Convectional Cooking  Premium Interior & Exterior  All accessories included Black/Stainless Steel CAFO-A2601S","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0BZGTKLDX","CUCKOO 1-Year Filter Replacement Bundle for Air Purifier Model CAC-R1510FW (For ASIN: B0B8GGDRTC)","CUCKOO","Home & Kitchen","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0C125Y46W","CUCKOO CAFG-A0601S Countertop Air Grill | Air Grill  Air Fry  Roast  Bake & Broil  Easy to Clean  Dishwasher Safe Accessories  Recipe Book Included  Stainless Steel","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0C6VSDY1V","CUCKOO CRP-JHR1009F | 10-Cup (Uncooked) Induction Heating Pressure Rice Cooker | 19 Menu Options  Auto-Clean  Voice Guide  Made in Korea | Copper (Renewed) (Renewed)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0C6VVCC8S","CUCKOO CRP-ST1009F 10-Cup (Uncooked) Twin Pressure Rice Cooker & Warmer 12 Menu Options: High/Non-Pressure Steam & More  Made in Korea White (Renewed)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0C7JQ31SC","CUCKOO CR-1020F | 10-Cup (Uncooked) Micom Rice Cooker | 16 Menu Options: White Rice  Brown Rice & More  Nonstick Inner Pot  Designed in Korea | White (Renewed)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0C7JRKFJ9","CUCKOO CBM-AAB101S | Multi-Functional Bread Maker | 1 lb  1.5 lb  & 2 lb. Loaf Options  Crust Color Customization  Auto Fruit & Nut Dispenser  Gluten-Free Option | Stainless Steel (Renewed)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0C91WFFWQ","CUCKOO CWP-A501TW | Hot Water Dispenser & Warmer | Auto Dispense & Boil Dry Protection | Insulated Stainless Steel | 5 Liter","CUCKOO","Home & Kitchen","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0CHG3HVJX","6-Cup / 1.5 Qt. (Uncooked) Micom Rice Cooker and Warmer  Steamer basket  11 Operating Modes: White Rice  Brown Rice & More  Nonstick Inner Pot  Made in Korea  Small Rice Cooker  Multi Cooker  CR-0641F","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0CQTTC1VG","CUCKOO Commercial Rice Cooker & Warmer  Extra Large Rice Cooker 30-Cup Uncooked / 60-Cup Cooked  Professional Industrial Grain Cooker with Large Capacity  Easy One-Touch Operation  Silver (CR-3055)","CUCKOO","Industrial & Scientific","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0CW367FF1","CUCKOO CR-0631F | 6-Cup (Uncooked) Micom Rice Cooker | 8 Menu Options & CR-1020F | 10-Cup (Uncooked) Micom Rice Cooker | 16 Menu Options","CUCKOO","N.A.","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0CWR6GKQN","CUCKOO CRP-LHTR0609FW Small Stainless Steel Rice Cooker 6-Cup (Uncooked)  12 Cups (Cooked) & Replacement Dual Motion Rubber Packing for 6-Cup IH Cooker Models | CCP-DH06  Gray","CUCKOO","N.A.","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0CYNVF15J","CUCKOO Basic Rice Cooker 10-Cup Uncooked / 20-Cup Cooked  Large Rice Maker and Warmer with Nonstick Inner Pot  Easy to Use with Auto Keep Warm  Includes Steam Tray  White (CR-1095)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0D2CM7KYM","CUCKOO 10-Cup Pressure & 6-Cup Micom Rice Cookers | Multiple Menu Options | Made in Korea","CUCKOO","N.A.","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0D5GJGCXN","CUCKOO Powerclone Cordless Vacuum Cleaner for Home with Charging Stand  High-Suction Cordless Stick Vacuum Cleaner for Hardwood Floor and Carpet  Includes Multiple Attachments  White (CVC-A1410NW)","CUCKOO","Home & Kitchen","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0D7GH3KTS","CUCKOO Rechargeable Travel Fan with 30 Hour Runtime  Portable Fan for Travel with BLDC Motor  Adjustable Height  4 Wind Modes & 12 Speed Modes  Cordless Battery Powered  White (CF-ECL1010WH)","CUCKOO","Home & Kitchen","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0DJG9XZ1V","CUCKOO Single Serve Coffee Maker for K-Cup Ground Beans & Loose-Leaf Tea  Versatile 3-in-1 Pod Coffee Maker  Small Single Cup Machine with 5 Sizes and Auto-Clean Mode (CCM-AK011B)","CUCKOO","Home & Kitchen","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0DL7SYPVW","CUCKOO Allergen Filter Replacement for CAC-K1910FW","CUCKOO","Home & Kitchen","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0DXQQXCBK","CUCKOO 11 in Kyndell Nonstick Ceramic Wok Pan  Induction Compatible (COP-B2810HGB)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0DYKWV9HW","CUCKOO Classic 10-Cup Drip Coffee Maker  Easy To Use Coffee Machine with Programmable Timer  Includes Glass Coffee Pot with Two Brew Strength Settings and Reusable Mesh Filter (CCM-BD011B)","CUCKOO","Home & Kitchen","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0FPYDZT52","CUCKOO One Touch Rice Cooker 12-Cup Cooked  Small Rice Cooker & Warmer with Steamer Tray  Versatile Grain Cooker  Soup Maker  Auto Keep Warm  6-Cup Uncooked  White (CR-0601C)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0FRGMHCJQ","Cuckoo Rice Stove 1800ml White CR-1095 CR1095 (CR-1095)","CUCKOO","N.A.","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0FRGND13S","CUCKOO CR-0685FW Rice Cooker | Capacity 1.08 Litres","CUCKOO","N.A.","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0FXNXR46R","CUCKOO Twin Pressure Rice Cooker 6-Cup Uncooked / 12-Cup Cooked with Induction Heating Technology  Silent Pressure System  Open Cooking Mode  Dynamic Display  Eco Inner Pot  Gray (CRP-PHTR0609FS)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0FXNYNHMX","CUCKOO Twin Pressure Rice Cooker 6-Cup Uncooked / 12-Cup Cooked with Induction Heating Technology  Silent Pressure System  Open Cooking Mode  Dynamic Display  Eco Inner Pot  White (CRP-OHTR0609FW)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0GJJDG93W","CUCKOO Micom Rice Cooker 8-Cup Uncooked / 16-Cup Cooked with Induction Heating Technology  Versatile Rice Maker with 12 Menu Options and Steam Plate  Voice Guide  White (CR-HA0810FW)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0GPGXCYBW","CUCKOO Twin Pressure Rice Cooker 6-Cup Uncooked / 12-Cup Cooked with Induction Heating Technology  19 Menu Modes with Voice Guide  Full Stainless Steel Inner Pot  White (CRP-LHTAR0609FW)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"coway","B0GXBYGJ6M","CUCKOO Twin Pressure Rice Cooker 10-Cup Uncooked / 20-Cup Cooked with Induction Heating Technology  Silent Pressure System  Open Cooking Mode  Dynamic Display  Eco Inner Pot  White (CRP-OHTR1009FW)","CUCKOO","Kitchen & Dining","Catalyst Products Export - Wed May 27 2026 19_50_37 GMT+0900 (한국 표준시).csv"
"samyang","B001AY9GVO","Samyang Ramen  4.23-Ounce Units (Pack of 20)","SAMYANG","Grocery & Gourmet Food","Catalyst Products Export - Wed May 27 2026 19_50_25 GMT+0900 (한국 표준시).csv"
"samyang","B001AYBDJM","Samyang Ramen Noodle Soup  21.50-Ounce Units (Pack of 8)","SAMYANG","Grocery & Gourmet Food","Catalyst Products Export - Wed May 27 2026 19_50_25 GMT+0900 (한국 표준시).csv"
"samyang","B006H08J2I","Samyang Ramen Korean Noodle Soup  4.23 oz (Pack of 5)","SAMYANG","Grocery & Gourmet Food","Catalyst Products Export - Wed May 27 2026 19_50_25 GMT+0900 (한국 표준시).csv"
"samyang","B01M03T7SC","NEW Samyang CHEESE HOT SPICY Chicken Ramen Noodles 1 pack","SAMYANG","Grocery & Gourmet Food","Catalyst Products Export - Wed May 27 2026 19_50_25 GMT+0900 (한국 표준시).csv"
"samyang","B01M0Y16V5","Samyang Hot Chicken Ramen  1.55 Lb","SAMYANG","Grocery & Gourmet Food","Catalyst Products Export - Wed May 27 2026 19_50_25 GMT+0900 (한국 표준시).csv"
"samyang","B072BJJZDN","Samyang Hot Chicken Flavor Cup Ramen 6counts  2.46 Ounce (Pack of 6)","SAMYANG","Grocery & Gourmet Food","Catalyst Products Export - Wed May 27 2026 19_50_25 GMT+0900 (한국 표준시).csv"
"samyang","B0753R5DJN","Samyang Spicy Chicken Stir Fried Noodle Cup (2X Spicy Big Cup (105 g)  Pack of 3)","SAMYANG","Grocery & Gourmet Food","Catalyst Products Export - Wed May 27 2026 19_50_25 GMT+0900 (한국 표준시).csv"
"samyang","B0767WYMN7","Samyang Ramen Spicy Chicken Roasted Noodles 5Pack (140 g Each) 8lgkwkc","SAMYANG","Grocery & Gourmet Food","Catalyst Products Export - Wed May 27 2026 19_50_25 GMT+0900 (한국 표준시).csv"
"samyang","B076YDN2XV","Samyang 2X Spicy Chicken Flavor Ramen 140g","SAMYANG","Grocery & Gourmet Food","Catalyst Products Export - Wed May 27 2026 19_50_25 GMT+0900 (한국 표준시).csv"
"samyang","B078PM57R5","Samyang Carbo Hot Chicken Flavor Ramen / Spicy Chicken Roasted Noodles 130g (Pack of 10)","SAMYANG","Grocery & Gourmet Food","Catalyst Products Export - Wed May 27 2026 19_50_25 GMT+0900 (한국 표준시).csv"
"samyang","B078SQFRLS","Samyang Hot chicken stir fried ramen noodle  Carbo 5 pk  22.9 Ounce","SAMYANG","Grocery & Gourmet Food","Catalyst Products Export - Wed May 27 2026 19_50_25 GMT+0900 (한국 표준시).csv"
